Player_ID,Name,Team,Captain,Keeper,Overseas,Role,Batting Style,Bowling Style,Nationality,DOB
12,Richa Ghosh,RCBW,N,Y,N,Wicket Keeper,Right Handed,Right-arm medium,Indian,28/09/2003
13,Ekta Bisht,RCBW,N,N,N,Bowler,Left Handed,Slow left-arm orthodox,Indian,08/02/1986
14,Kate Cross,RCBW,N,N,Y,Bowler,Right Handed,Right-arm medium fast,English,03/10/1991
15,Renuka Singh,RCBW,N,N,N,Bowler,Right Handed,Right-arm fast medium,Indian,02/01/1996
16,Shraddha Pokarkar,RCBW,N,N,N,Bowler,Right Handed,Left-arm medium,Indian,02/08/1996
17,Simran Bahadur,RCBW,N,N,N,Bowler,Left Handed,Right-arm medium,Indian,13/12/1999
18,Sophie Molineux,RCBW,N,N,Y,Bowler,Left Handed,Slow left-arm orthodox,Australian,17/01/1998
1,Danni Wyatt,UPW,N,N,Y,Batter,Right Handed,Off break,English,22/04/1991
2,Kiran Navgire,UPW,N,N,N,Batter,Right Handed,Off break,Indian,18/09/1994
3,Shweta Sehrawat,UPW,N,N,N,Batter,Right Handed,Off Spin,Indian,26/02/2004
4,Vrinda Dinesh,UPW,N,N,N,Batter,Right Handed,-,Indian,02/03/2001
5,Chamari Athapaththu,UPW,N,N,Y,All Rounder,Left Handed,Off break,Sri Lankan,09/02/1990
6,Deepti Sharma,UPW,N,N,N,All Rounder,Left Handed,Off break,Indian,24/08/1997
7,Grace Harris,UPW,N,N,Y,All Rounder,Right Handed,Off break,Australian,18/09/1993
8,Parshavi Chopra,UPW,N,N,N,All Rounder,Right Handed,Leg spin,Indian,10/05/2006
9,Poonam Khemnar,UPW,N,N,N,All Rounder,Right Handed,Leg break,Indian,09/05/1994
10,S Yashasri,UPW,N,N,N,All Rounder,Right Handed,Right-arm medium,Indian,04/09/2003
11,Sophie Ecclestone,UPW,N,N,Y,All Rounder,Right Handed,Slow left-arm orthodox,English,06/05/1999
12,Tahlia Mcgrath,UPW,N,N,Y,All Rounder,Right Handed,Right-arm medium fast,Australian,10/11/1995
13,Alyssa Healy,UPW,Y,Y,Y,Wicket Keeper,Right Handed,-,Australian,24/03/1990
14,Laxmi Yadav,UPW,N,Y,N,Wicket Keeper,Right Handed,Right-arm medium,Indian,22/10/1997
15,Anjali Sarvani,UPW,N,N,N,Bowler,Left Handed,Left-arm medium fast,Indian,28/08/1997
16,Gouher Sultana,UPW,N,N,N,Bowler,Right Handed,Slow left-arm orthodox,Indian,31/03/1988
17,Rajeshwari Gayakwad,UPW,N,N,N,Bowler,Right Handed,Slow left-arm orthodox,Indian,01/06/1991
18,Saina Thaka,UPW,N,N,N,Bowler,Right Handed,Right-arm medium fast,Indian,13/09/1996
